rascal>obtainProjectDataFromOhloh(["automake",
$2013-04-24T16:33:45.369+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project gentoo from Ohloh, URL: |http://www.ohloh.net/projects/gentoo/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:33:48.770+01:00   obtainSizeFactsFromOhloh   Reading size facts for project gentoo from Ohloh, URL: |http://www.ohloh.net/projects/gentoo/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:34:13.821+01:00   obtainMetaDataFromOhloh   Reading meta data for project nhibernate from Ohloh, URL: |http://www.ohloh.net/projects/nhibernate.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:34:16.060+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project nhibernate from Ohloh, URL: |http://www.ohloh.net/projects/nhibernate/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:34:18.803+01:00   obtainSizeFactsFromOhloh   Reading size facts for project nhibernate from Ohloh, URL: |http://www.ohloh.net/projects/nhibernate/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:34:22.177+01:00   obtainMetaDataFromOhloh   Reading meta data for project android from Ohloh, URL: |http://www.ohloh.net/projects/android.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:34:23.924+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project android from Ohloh, URL: |http://www.ohloh.net/projects/android/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:34:26.159+01:00   obtainSizeFactsFromOhloh   Reading size facts for project android from Ohloh, URL: |http://www.ohloh.net/projects/android/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:34:38.595+01:00   obtainMetaDataFromOhloh   Reading meta data for project rubygems from Ohloh, URL: |http://www.ohloh.net/projects/rubygems.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:34:40.270+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project rubygems from Ohloh, URL: |http://www.ohloh.net/projects/rubygems/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:34:43.128+01:00   obtainSizeFactsFromOhloh   Reading size facts for project rubygems from Ohloh, URL: |http://www.ohloh.net/projects/rubygems/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:34:46.695+01:00   obtainMetaDataFromOhloh   Reading meta data for project joomla from Ohloh, URL: |http://www.ohloh.net/projects/joomla.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:34:48.357+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project joomla from Ohloh, URL: |http://www.ohloh.net/projects/joomla/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:34:51.097+01:00   obtainSizeFactsFromOhloh   Reading size facts for project joomla from Ohloh, URL: |http://www.ohloh.net/projects/joomla/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:34:56.563+01:00   obtainMetaDataFromOhloh   Reading meta data for project nunit from Ohloh, URL: |http://www.ohloh.net/projects/nunit.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:34:58.730+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project nunit from Ohloh, URL: |http://www.ohloh.net/projects/nunit/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:35:01.713+01:00   obtainSizeFactsFromOhloh   Reading size facts for project nunit from Ohloh, URL: |http://www.ohloh.net/projects/nunit/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:35:05.401+01:00   obtainMetaDataFromOhloh   Reading meta data for project qt from Ohloh, URL: |http://www.ohloh.net/projects/qt.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:35:07.636+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project qt from Ohloh, URL: |http://www.ohloh.net/projects/qt/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:35:10.055+01:00   obtainSizeFactsFromOhloh   Reading size facts for project qt from Ohloh, URL: |http://www.ohloh.net/projects/qt/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:35:16.408+01:00   obtainMetaDataFromOhloh   Reading meta data for project mozilla-addons from Ohloh, URL: |http://www.ohloh.net/projects/mozilla-addons.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:35:18.162+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project mozilla-addons from Ohloh, URL: |http://www.ohloh.net/projects/mozilla-addons/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:35:20.278+01:00   obtainSizeFactsFromOhloh   Reading size facts for project mozilla-addons from Ohloh, URL: |http://www.ohloh.net/projects/mozilla-addons/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:35:24.784+01:00   obtainMetaDataFromOhloh   Reading meta data for project bind from Ohloh, URL: |http://www.ohloh.net/projects/bind.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:35:26.391+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project bind from Ohloh, URL: |http://www.ohloh.net/projects/bind/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:35:26.918+01:00   obtainActivityFactsFromOhloh   WARNING: problem when reading activity facts for project bind from Ohloh, skipped.
$2013-04-24T16:35:27.919+01:00   obtainSizeFactsFromOhloh   Reading size facts for project bind from Ohloh, URL: |http://www.ohloh.net/projects/bind/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:35:28.540+01:00   obtainSizeFactsFromOhloh   WARNING: problem when reading size facts for project bind from Ohloh, skipped.
$2013-04-24T16:35:29.541+01:00   obtainMetaDataFromOhloh   Reading meta data for project doxygen from Ohloh, URL: |http://www.ohloh.net/projects/doxygen.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:35:31.902+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project doxygen from Ohloh, URL: |http://www.ohloh.net/projects/doxygen/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:35:35.154+01:00   obtainSizeFactsFromOhloh   Reading size facts for project doxygen from Ohloh, URL: |http://www.ohloh.net/projects/doxygen/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:35:38.932+01:00   obtainMetaDataFromOhloh   Reading meta data for project valgrind from Ohloh, URL: |http://www.ohloh.net/projects/valgrind.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:35:41.221+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project valgrind from Ohloh, URL: |http://www.ohloh.net/projects/valgrind/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:35:44.172+01:00   obtainSizeFactsFromOhloh   Reading size facts for project valgrind from Ohloh, URL: |http://www.ohloh.net/projects/valgrind/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:35:48.272+01:00   obtainMetaDataFromOhloh   Reading meta data for project gzip from Ohloh, URL: |http://www.ohloh.net/projects/gzip.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:35:50.283+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project gzip from Ohloh, URL: |http://www.ohloh.net/projects/gzip/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:35:53.843+01:00   obtainSizeFactsFromOhloh   Reading size facts for project gzip from Ohloh, URL: |http://www.ohloh.net/projects/gzip/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:35:57.623+01:00   obtainMetaDataFromOhloh   Reading meta data for project evince from Ohloh, URL: |http://www.ohloh.net/projects/evince.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:35:59.340+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project evince from Ohloh, URL: |http://www.ohloh.net/projects/evince/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:36:02.411+01:00   obtainSizeFactsFromOhloh   Reading size facts for project evince from Ohloh, URL: |http://www.ohloh.net/projects/evince/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:36:06.635+01:00   obtainMetaDataFromOhloh   Reading meta data for project blender from Ohloh, URL: |http://www.ohloh.net/projects/blender.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:36:08.676+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project blender from Ohloh, URL: |http://www.ohloh.net/projects/blender/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:36:11.480+01:00   obtainSizeFactsFromOhloh   Reading size facts for project blender from Ohloh, URL: |http://www.ohloh.net/projects/blender/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:36:16.709+01:00   obtainMetaDataFromOhloh   Reading meta data for project jquery-ui from Ohloh, URL: |http://www.ohloh.net/projects/jquery-ui.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:36:18.732+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project jquery-ui from Ohloh, URL: |http://www.ohloh.net/projects/jquery-ui/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:36:21.323+01:00   obtainSizeFactsFromOhloh   Reading size facts for project jquery-ui from Ohloh, URL: |http://www.ohloh.net/projects/jquery-ui/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:36:23.852+01:00   obtainMetaDataFromOhloh   Reading meta data for project xerces2-j from Ohloh, URL: |http://www.ohloh.net/projects/xerces2-j.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:36:26.394+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project xerces2-j from Ohloh, URL: |http://www.ohloh.net/projects/xerces2-j/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:36:29.716+01:00   obtainSizeFactsFromOhloh   Reading size facts for project xerces2-j from Ohloh, URL: |http://www.ohloh.net/projects/xerces2-j/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:36:33.477+01:00   obtainMetaDataFromOhloh   Reading meta data for project tcpdump from Ohloh, URL: |http://www.ohloh.net/projects/tcpdump.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:36:35.182+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project tcpdump from Ohloh, URL: |http://www.ohloh.net/projects/tcpdump/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:36:38.426+01:00   obtainSizeFactsFromOhloh   Reading size facts for project tcpdump from Ohloh, URL: |http://www.ohloh.net/projects/tcpdump/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:36:41.870+01:00   obtainMetaDataFromOhloh   Reading meta data for project spamassassin from Ohloh, URL: |http://www.ohloh.net/projects/spamassassin.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:36:44.105+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project spamassassin from Ohloh, URL: |http://www.ohloh.net/projects/spamassassin/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:36:46.435+01:00   obtainSizeFactsFromOhloh   Reading size facts for project spamassassin from Ohloh, URL: |http://www.ohloh.net/projects/spamassassin/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:36:49.588+01:00   obtainMetaDataFromOhloh   Reading meta data for project winmerge from Ohloh, URL: |http://www.ohloh.net/projects/winmerge.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:36:52.114+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project winmerge from Ohloh, URL: |http://www.ohloh.net/projects/winmerge/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:36:55.466+01:00   obtainSizeFactsFromOhloh   Reading size facts for project winmerge from Ohloh, URL: |http://www.ohloh.net/projects/winmerge/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:36:59.404+01:00   obtainMetaDataFromOhloh   Reading meta data for project nginx from Ohloh, URL: |http://www.ohloh.net/projects/nginx.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:37:01.530+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project nginx from Ohloh, URL: |http://www.ohloh.net/projects/nginx/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:37:04.274+01:00   obtainSizeFactsFromOhloh   Reading size facts for project nginx from Ohloh, URL: |http://www.ohloh.net/projects/nginx/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:37:07.369+01:00   obtainMetaDataFromOhloh   Reading meta data for project irssi from Ohloh, URL: |http://www.ohloh.net/projects/irssi.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:37:09.037+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project irssi from Ohloh, URL: |http://www.ohloh.net/projects/irssi/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:37:12.092+01:00   obtainSizeFactsFromOhloh   Reading size facts for project irssi from Ohloh, URL: |http://www.ohloh.net/projects/irssi/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:37:15.501+01:00   obtainMetaDataFromOhloh   Reading meta data for project k3b from Ohloh, URL: |http://www.ohloh.net/projects/k3b.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:37:17.483+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project k3b from Ohloh, URL: |http://www.ohloh.net/projects/k3b/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:37:20.560+01:00   obtainSizeFactsFromOhloh   Reading size facts for project k3b from Ohloh, URL: |http://www.ohloh.net/projects/k3b/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:37:23.934+01:00   obtainMetaDataFromOhloh   Reading meta data for project flac from Ohloh, URL: |http://www.ohloh.net/projects/flac.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:37:25.925+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project flac from Ohloh, URL: |http://www.ohloh.net/projects/flac/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:37:28.893+01:00   obtainSizeFactsFromOhloh   Reading size facts for project flac from Ohloh, URL: |http://www.ohloh.net/projects/flac/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:37:32.463+01:00   obtainMetaDataFromOhloh   Reading meta data for project prototype from Ohloh, URL: |http://www.ohloh.net/projects/prototype.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:37:34.439+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project prototype from Ohloh, URL: |http://www.ohloh.net/projects/prototype/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:37:36.998+01:00   obtainSizeFactsFromOhloh   Reading size facts for project prototype from Ohloh, URL: |http://www.ohloh.net/projects/prototype/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:37:39.477+01:00   obtainMetaDataFromOhloh   Reading meta data for project rake from Ohloh, URL: |http://www.ohloh.net/projects/rake.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:37:41.431+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project rake from Ohloh, URL: |http://www.ohloh.net/projects/rake/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:37:44.304+01:00   obtainSizeFactsFromOhloh   Reading size facts for project rake from Ohloh, URL: |http://www.ohloh.net/projects/rake/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:37:47.243+01:00   obtainMetaDataFromOhloh   Reading meta data for project gedit from Ohloh, URL: |http://www.ohloh.net/projects/gedit.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:37:49.371+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project gedit from Ohloh, URL: |http://www.ohloh.net/projects/gedit/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:37:52.407+01:00   obtainSizeFactsFromOhloh   Reading size facts for project gedit from Ohloh, URL: |http://www.ohloh.net/projects/gedit/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:37:56.587+01:00   obtainMetaDataFromOhloh   Reading meta data for project jetty from Ohloh, URL: |http://www.ohloh.net/projects/jetty.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:37:58.565+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project jetty from Ohloh, URL: |http://www.ohloh.net/projects/jetty/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:38:01.674+01:00   obtainSizeFactsFromOhloh   Reading size facts for project jetty from Ohloh, URL: |http://www.ohloh.net/projects/jetty/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:38:06.100+01:00   obtainMetaDataFromOhloh   Reading meta data for project lighttpd from Ohloh, URL: |http://www.ohloh.net/projects/lighttpd.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:38:08.073+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project lighttpd from Ohloh, URL: |http://www.ohloh.net/projects/lighttpd/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:38:10.629+01:00   obtainSizeFactsFromOhloh   Reading size facts for project lighttpd from Ohloh, URL: |http://www.ohloh.net/projects/lighttpd/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:38:13.631+01:00   obtainMetaDataFromOhloh   Reading meta data for project zsh from Ohloh, URL: |http://www.ohloh.net/projects/zsh.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:38:15.647+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project zsh from Ohloh, URL: |http://www.ohloh.net/projects/zsh/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:38:19.099+01:00   obtainSizeFactsFromOhloh   Reading size facts for project zsh from Ohloh, URL: |http://www.ohloh.net/projects/zsh/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:38:23.163+01:00   obtainMetaDataFromOhloh   Reading meta data for project bittorrent from Ohloh, URL: |http://www.ohloh.net/projects/bittorrent.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:38:25.137+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project bittorrent from Ohloh, URL: |http://www.ohloh.net/projects/bittorrent/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:38:28.077+01:00   obtainSizeFactsFromOhloh   Reading size facts for project bittorrent from Ohloh, URL: |http://www.ohloh.net/projects/bittorrent/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:38:31.022+01:00   obtainMetaDataFromOhloh   Reading meta data for project mutt from Ohloh, URL: |http://www.ohloh.net/projects/mutt.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:38:33.036+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project mutt from Ohloh, URL: |http://www.ohloh.net/projects/mutt/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:38:36.160+01:00   obtainSizeFactsFromOhloh   Reading size facts for project mutt from Ohloh, URL: |http://www.ohloh.net/projects/mutt/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:38:39.891+01:00   obtainMetaDataFromOhloh   Reading meta data for project openvpn from Ohloh, URL: |http://www.ohloh.net/projects/openvpn.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:38:41.936+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project openvpn from Ohloh, URL: |http://www.ohloh.net/projects/openvpn/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:38:44.844+01:00   obtainSizeFactsFromOhloh   Reading size facts for project openvpn from Ohloh, URL: |http://www.ohloh.net/projects/openvpn/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:38:48.167+01:00   obtainMetaDataFromOhloh   Reading meta data for project libreoffice from Ohloh, URL: |http://www.ohloh.net/projects/libreoffice.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:38:50.265+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project libreoffice from Ohloh, URL: |http://www.ohloh.net/projects/libreoffice/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:38:53.364+01:00   obtainSizeFactsFromOhloh   Reading size facts for project libreoffice from Ohloh, URL: |http://www.ohloh.net/projects/libreoffice/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:39:03.837+01:00   obtainMetaDataFromOhloh   Reading meta data for project glib from Ohloh, URL: |http://www.ohloh.net/projects/glib.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:39:05.525+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project glib from Ohloh, URL: |http://www.ohloh.net/projects/glib/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:39:08.913+01:00   obtainSizeFactsFromOhloh   Reading size facts for project glib from Ohloh, URL: |http://www.ohloh.net/projects/glib/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:39:14.183+01:00   obtainMetaDataFromOhloh   Reading meta data for project adium from Ohloh, URL: |http://www.ohloh.net/projects/adium.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:39:15.893+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project adium from Ohloh, URL: |http://www.ohloh.net/projects/adium/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
