rascal>obtainProjectDataFromOhloh(["firefox",
$2013-04-24T16:04:50.794+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project mysql from Ohloh, URL: |http://www.ohloh.net/projects/mysql/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:04:53.998+01:00   obtainSizeFactsFromOhloh   Reading size facts for project mysql from Ohloh, URL: |http://www.ohloh.net/projects/mysql/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:05:04.628+01:00   obtainMetaDataFromOhloh   Reading meta data for project php from Ohloh, URL: |http://www.ohloh.net/projects/php.xml?api_key=
$2013-04-24T16:05:07.006+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project php from Ohloh, URL: |http://www.ohloh.net/projects/php/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:05:10.401+01:00   obtainSizeFactsFromOhloh   Reading size facts for project php from Ohloh, URL: |http://www.ohloh.net/projects/php/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:05:28.358+01:00   obtainMetaDataFromOhloh   Reading meta data for project linux from Ohloh, URL: |http://www.ohloh.net/projects/linux.xml?api_key=
$2013-04-24T16:05:31.087+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project linux from Ohloh, URL: |http://www.ohloh.net/projects/linux/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:05:34.697+01:00   obtainSizeFactsFromOhloh   Reading size facts for project linux from Ohloh, URL: |http://www.ohloh.net/projects/linux/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:06:09.850+01:00   obtainMetaDataFromOhloh   Reading meta data for project firebug from Ohloh, URL: |http://www.ohloh.net/projects/firebug.xml?api_key=
$2013-04-24T16:06:12.408+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project firebug from Ohloh, URL: |http://www.ohloh.net/projects/firebug/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:06:14.767+01:00   obtainSizeFactsFromOhloh   Reading size facts for project firebug from Ohloh, URL: |http://www.ohloh.net/projects/firebug/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:06:17.538+01:00   obtainMetaDataFromOhloh   Reading meta data for project bash from Ohloh, URL: |http://www.ohloh.net/projects/bash.xml?api_key=
$2013-04-24T16:06:19.527+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project bash from Ohloh, URL: |http://www.ohloh.net/projects/bash/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:06:23.066+01:00   obtainSizeFactsFromOhloh   Reading size facts for project bash from Ohloh, URL: |http://www.ohloh.net/projects/bash/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:06:26.541+01:00   obtainMetaDataFromOhloh   Reading meta data for project ubuntu from Ohloh, URL: |http://www.ohloh.net/projects/ubuntu.xml?api_key=
$2013-04-24T16:06:28.516+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project ubuntu from Ohloh, URL: |http://www.ohloh.net/projects/ubuntu/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:06:32.018+01:00   obtainSizeFactsFromOhloh   Reading size facts for project ubuntu from Ohloh, URL: |http://www.ohloh.net/projects/ubuntu/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:06:38.163+01:00   obtainMetaDataFromOhloh   Reading meta data for project openoffice from Ohloh, URL: |http://www.ohloh.net/projects/openoffice.xml?api_key=
$2013-04-24T16:06:40.452+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project openoffice from Ohloh, URL: |http://www.ohloh.net/projects/openoffice/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:06:43.709+01:00   obtainSizeFactsFromOhloh   Reading size facts for project openoffice from Ohloh, URL: |http://www.ohloh.net/projects/openoffice/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:06:53.132+01:00   obtainMetaDataFromOhloh   Reading meta data for project gimp from Ohloh, URL: |http://www.ohloh.net/projects/gimp.xml?api_key=
$2013-04-24T16:06:55.178+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project gimp from Ohloh, URL: |http://www.ohloh.net/projects/gimp/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:06:58.322+01:00   obtainSizeFactsFromOhloh   Reading size facts for project gimp from Ohloh, URL: |http://www.ohloh.net/projects/gimp/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:07:04.266+01:00   obtainMetaDataFromOhloh   Reading meta data for project putty from Ohloh, URL: |http://www.ohloh.net/projects/putty.xml?api_key=
$2013-04-24T16:07:06.458+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project putty from Ohloh, URL: |http://www.ohloh.net/projects/putty/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:07:09.957+01:00   obtainSizeFactsFromOhloh   Reading size facts for project putty from Ohloh, URL: |http://www.ohloh.net/projects/putty/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:07:13.921+01:00   obtainMetaDataFromOhloh   Reading meta data for project phpmyadmin from Ohloh, URL: |http://www.ohloh.net/projects/phpmyadmin.xml?api_key=
$2013-04-24T16:07:15.890+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project phpmyadmin from Ohloh, URL: |http://www.ohloh.net/projects/phpmyadmin/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:07:18.910+01:00   obtainSizeFactsFromOhloh   Reading size facts for project phpmyadmin from Ohloh, URL: |http://www.ohloh.net/projects/phpmyadmin/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:07:24.160+01:00   obtainMetaDataFromOhloh   Reading meta data for project gcc from Ohloh, URL: |http://www.ohloh.net/projects/gcc.xml?api_key=
$2013-04-24T16:07:26.671+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project gcc from Ohloh, URL: |http://www.ohloh.net/projects/gcc/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:07:30.940+01:00   obtainSizeFactsFromOhloh   Reading size facts for project gcc from Ohloh, URL: |http://www.ohloh.net/projects/gcc/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:07:49.597+01:00   obtainMetaDataFromOhloh   Reading meta data for project vim from Ohloh, URL: |http://www.ohloh.net/projects/vim.xml?api_key=
$2013-04-24T16:07:52.145+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project vim from Ohloh, URL: |http://www.ohloh.net/projects/vim/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:07:55.511+01:00   obtainSizeFactsFromOhloh   Reading size facts for project vim from Ohloh, URL: |http://www.ohloh.net/projects/vim/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:07:59.275+01:00   obtainMetaDataFromOhloh   Reading meta data for project git from Ohloh, URL: |http://www.ohloh.net/projects/git.xml?api_key=
$2013-04-24T16:08:01.181+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project git from Ohloh, URL: |http://www.ohloh.net/projects/git/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:08:03.784+01:00   obtainSizeFactsFromOhloh   Reading size facts for project git from Ohloh, URL: |http://www.ohloh.net/projects/git/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:08:09.632+01:00   obtainMetaDataFromOhloh   Reading meta data for project tortoisesvn from Ohloh, URL: |http://www.ohloh.net/projects/tortoisesvn.xml?api_key=
$2013-04-24T16:08:11.925+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project tortoisesvn from Ohloh, URL: |http://www.ohloh.net/projects/tortoisesvn/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:08:14.757+01:00   obtainSizeFactsFromOhloh   Reading size facts for project tortoisesvn from Ohloh, URL: |http://www.ohloh.net/projects/tortoisesvn/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:08:18.459+01:00   obtainMetaDataFromOhloh   Reading meta data for project python from Ohloh, URL: |http://www.ohloh.net/projects/python.xml?api_key=
$2013-04-24T16:08:20.568+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project python from Ohloh, URL: |http://www.ohloh.net/projects/python/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:08:24.530+01:00   obtainSizeFactsFromOhloh   Reading size facts for project python from Ohloh, URL: |http://www.ohloh.net/projects/python/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:08:34.071+01:00   obtainMetaDataFromOhloh   Reading meta data for project grep from Ohloh, URL: |http://www.ohloh.net/projects/grep.xml?api_key=
$2013-04-24T16:08:36.337+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project grep from Ohloh, URL: |http://www.ohloh.net/projects/grep/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:08:39.750+01:00   obtainSizeFactsFromOhloh   Reading size facts for project grep from Ohloh, URL: |http://www.ohloh.net/projects/grep/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:08:43.191+01:00   obtainMetaDataFromOhloh   Reading meta data for project vlc from Ohloh, URL: |http://www.ohloh.net/projects/vlc.xml?api_key=
$2013-04-24T16:08:45.616+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project vlc from Ohloh, URL: |http://www.ohloh.net/projects/vlc/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:08:48.979+01:00   obtainSizeFactsFromOhloh   Reading size facts for project vlc from Ohloh, URL: |http://www.ohloh.net/projects/vlc/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:08:56.670+01:00   obtainMetaDataFromOhloh   Reading meta data for project thunderbird from Ohloh, URL: |http://www.ohloh.net/projects/thunderbird.xml?api_key=
$2013-04-24T16:08:58.690+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project thunderbird from Ohloh, URL: |http://www.ohloh.net/projects/thunderbird/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:09:02.231+01:00   obtainSizeFactsFromOhloh   Reading size facts for project thunderbird from Ohloh, URL: |http://www.ohloh.net/projects/thunderbird/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:09:11.917+01:00   obtainMetaDataFromOhloh   Reading meta data for project sudo from Ohloh, URL: |http://www.ohloh.net/projects/sudo.xml?api_key=
$2013-04-24T16:09:13.910+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project sudo from Ohloh, URL: |http://www.ohloh.net/projects/sudo/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:09:17.381+01:00   obtainSizeFactsFromOhloh   Reading size facts for project sudo from Ohloh, URL: |http://www.ohloh.net/projects/sudo/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:09:21.534+01:00   obtainMetaDataFromOhloh   Reading meta data for project x from Ohloh, URL: |http://www.ohloh.net/projects/x.xml?api_key=
$2013-04-24T16:09:23.615+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project x from Ohloh, URL: |http://www.ohloh.net/projects/x/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:09:26.851+01:00   obtainSizeFactsFromOhloh   Reading size facts for project x from Ohloh, URL: |http://www.ohloh.net/projects/x/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:09:35.022+01:00   obtainMetaDataFromOhloh   Reading meta data for project jQuery from Ohloh, URL: |http://www.ohloh.net/projects/jQuery.xml?api_key=
$2013-04-24T16:09:37.048+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project jQuery from Ohloh, URL: |http://www.ohloh.net/projects/jQuery/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:09:39.509+01:00   obtainSizeFactsFromOhloh   Reading size facts for project jQuery from Ohloh, URL: |http://www.ohloh.net/projects/jQuery/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:09:42.736+01:00   obtainMetaDataFromOhloh   Reading meta data for project eclipse from Ohloh, URL: |http://www.ohloh.net/projects/eclipse.xml?api_key=
$2013-04-24T16:09:45.423+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project eclipse from Ohloh, URL: |http://www.ohloh.net/projects/eclipse/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:09:48.630+01:00   obtainSizeFactsFromOhloh   Reading size facts for project eclipse from Ohloh, URL: |http://www.ohloh.net/projects/eclipse/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:09:58.380+01:00   obtainMetaDataFromOhloh   Reading meta data for project tar from Ohloh, URL: |http://www.ohloh.net/projects/tar.xml?api_key=
$2013-04-24T16:10:00.035+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project tar from Ohloh, URL: |http://www.ohloh.net/projects/tar/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:10:04.162+01:00   obtainSizeFactsFromOhloh   Reading size facts for project tar from Ohloh, URL: |http://www.ohloh.net/projects/tar/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:10:08.382+01:00   obtainMetaDataFromOhloh   Reading meta data for project openssh from Ohloh, URL: |http://www.ohloh.net/projects/openssh.xml?api_key=
$2013-04-24T16:10:10.585+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project openssh from Ohloh, URL: |http://www.ohloh.net/projects/openssh/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:10:13.972+01:00   obtainSizeFactsFromOhloh   Reading size facts for project openssh from Ohloh, URL: |http://www.ohloh.net/projects/openssh/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:10:18.184+01:00   obtainMetaDataFromOhloh   Reading meta data for project make from Ohloh, URL: |http://www.ohloh.net/projects/make.xml?api_key=
$2013-04-24T16:10:20.344+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project make from Ohloh, URL: |http://www.ohloh.net/projects/make/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:10:24.807+01:00   obtainSizeFactsFromOhloh   Reading size facts for project make from Ohloh, URL: |http://www.ohloh.net/projects/make/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:10:29.488+01:00   obtainMetaDataFromOhloh   Reading meta data for project sevenzip from Ohloh, URL: |http://www.ohloh.net/projects/sevenzip.xml?api_key=
$2013-04-24T16:10:31.358+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project sevenzip from Ohloh, URL: |http://www.ohloh.net/projects/sevenzip/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:10:31.878+01:00   obtainActivityFactsFromOhloh   WARNING: problem when reading activity facts for project sevenzip from Ohloh, skipped.
$2013-04-24T16:10:32.880+01:00   obtainSizeFactsFromOhloh   Reading size facts for project sevenzip from Ohloh, URL: |http://www.ohloh.net/projects/sevenzip/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:10:33.741+01:00   obtainSizeFactsFromOhloh   WARNING: problem when reading size facts for project sevenzip from Ohloh, skipped.
$2013-04-24T16:10:34.742+01:00   obtainMetaDataFromOhloh   Reading meta data for project coreutils from Ohloh, URL: |http://www.ohloh.net/projects/coreutils.xml?api_key=
$2013-04-24T16:10:36.527+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project coreutils from Ohloh, URL: |http://www.ohloh.net/projects/coreutils/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:10:40.399+01:00   obtainSizeFactsFromOhloh   Reading size facts for project coreutils from Ohloh, URL: |http://www.ohloh.net/projects/coreutils/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:10:45.378+01:00   obtainMetaDataFromOhloh   Reading meta data for project gnome from Ohloh, URL: |http://www.ohloh.net/projects/gnome.xml?api_key=
$2013-04-24T16:10:47.543+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project gnome from Ohloh, URL: |http://www.ohloh.net/projects/gnome/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:10:50.929+01:00   obtainSizeFactsFromOhloh   Reading size facts for project gnome from Ohloh, URL: |http://www.ohloh.net/projects/gnome/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:11:28.475+01:00   obtainMetaDataFromOhloh   Reading meta data for project wget from Ohloh, URL: |http://www.ohloh.net/projects/wget.xml?api_key=
$2013-04-24T16:11:30.468+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project wget from Ohloh, URL: |http://www.ohloh.net/projects/wget/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:11:33.902+01:00   obtainSizeFactsFromOhloh   Reading size facts for project wget from Ohloh, URL: |http://www.ohloh.net/projects/wget/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:11:37.664+01:00   obtainMetaDataFromOhloh   Reading meta data for project pidgin from Ohloh, URL: |http://www.ohloh.net/projects/pidgin.xml?api_key=
$2013-04-24T16:11:40.151+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project pidgin from Ohloh, URL: |http://www.ohloh.net/projects/pidgin/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:11:43.679+01:00   obtainSizeFactsFromOhloh   Reading size facts for project pidgin from Ohloh, URL: |http://www.ohloh.net/projects/pidgin/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:11:50.813+01:00   obtainMetaDataFromOhloh   Reading meta data for project grub from Ohloh, URL: |http://www.ohloh.net/projects/grub.xml?api_key=
$2013-04-24T16:11:52.748+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project grub from Ohloh, URL: |http://www.ohloh.net/projects/grub/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:11:55.630+01:00   obtainSizeFactsFromOhloh   Reading size facts for project grub from Ohloh, URL: |http://www.ohloh.net/projects/grub/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:11:59.203+01:00   obtainMetaDataFromOhloh   Reading meta data for project filezilla from Ohloh, URL: |http://www.ohloh.net/projects/filezilla.xml?api_key=
$2013-04-24T16:12:01.779+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project filezilla from Ohloh, URL: |http://www.ohloh.net/projects/filezilla/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:12:04.709+01:00   obtainSizeFactsFromOhloh   Reading size facts for project filezilla from Ohloh, URL: |http://www.ohloh.net/projects/filezilla/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:12:08.559+01:00   obtainMetaDataFromOhloh   Reading meta data for project debian from Ohloh, URL: |http://www.ohloh.net/projects/debian.xml?api_key=
$2013-04-24T16:12:10.758+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project debian from Ohloh, URL: |http://www.ohloh.net/projects/debian/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:12:14.693+01:00   obtainSizeFactsFromOhloh   Reading size facts for project debian from Ohloh, URL: |http://www.ohloh.net/projects/debian/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:12:50.144+01:00   obtainMetaDataFromOhloh   Reading meta data for project postgres from Ohloh, URL: |http://www.ohloh.net/projects/postgres.xml?api_key=
$2013-04-24T16:12:52.398+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project postgres from Ohloh, URL: |http://www.ohloh.net/projects/postgres/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:12:55.539+01:00   obtainSizeFactsFromOhloh   Reading size facts for project postgres from Ohloh, URL: |http://www.ohloh.net/projects/postgres/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:13:01.784+01:00   obtainMetaDataFromOhloh   Reading meta data for project chrome from Ohloh, URL: |http://www.ohloh.net/projects/chrome.xml?api_key=
$2013-04-24T16:13:03.623+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project chrome from Ohloh, URL: |http://www.ohloh.net/projects/chrome/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:13:06.250+01:00   obtainSizeFactsFromOhloh   Reading size facts for project chrome from Ohloh, URL: |http://www.ohloh.net/projects/chrome/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:13:24.200+01:00   obtainMetaDataFromOhloh   Reading meta data for project cakephp from Ohloh, URL: |http://www.ohloh.net/projects/cakephp.xml?api_key=
$2013-04-24T16:13:26.141+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project cakephp from Ohloh, URL: |http://www.ohloh.net/projects/cakephp/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:13:28.896+01:00   obtainSizeFactsFromOhloh   Reading size facts for project cakephp from Ohloh, URL: |http://www.ohloh.net/projects/cakephp/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:13:32.643+01:00   obtainMetaDataFromOhloh   Reading meta data for project openssl from Ohloh, URL: |http://www.ohloh.net/projects/openssl.xml?api_key=
$2013-04-24T16:13:34.377+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project openssl from Ohloh, URL: |http://www.ohloh.net/projects/openssl/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:13:37.672+01:00   obtainSizeFactsFromOhloh   Reading size facts for project openssl from Ohloh, URL: |http://www.ohloh.net/projects/openssl/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:13:42.281+01:00   obtainMetaDataFromOhloh   Reading meta data for project screen from Ohloh, URL: |http://www.ohloh.net/projects/screen.xml?api_key=
$2013-04-24T16:13:44.704+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project screen from Ohloh, URL: |http://www.ohloh.net/projects/screen/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:13:47.519+01:00   obtainSizeFactsFromOhloh   Reading size facts for project screen from Ohloh, URL: |http://www.ohloh.net/projects/screen/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:13:49.765+01:00   obtainMetaDataFromOhloh   Reading meta data for project rsync from Ohloh, URL: |http://www.ohloh.net/projects/rsync.xml?api_key=
$2013-04-24T16:13:51.725+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project rsync from Ohloh, URL: |http://www.ohloh.net/projects/rsync/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:13:55.182+01:00   obtainSizeFactsFromOhloh   Reading size facts for project rsync from Ohloh, URL: |http://www.ohloh.net/projects/rsync/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:13:58.922+01:00   obtainMetaDataFromOhloh   Reading meta data for project notepad-plus from Ohloh, URL: |http://www.ohloh.net/projects/notepad-plus.xml?api_key=
$2013-04-24T16:14:01.170+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project notepad-plus from Ohloh, URL: |http://www.ohloh.net/projects/notepad-plus/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:14:03.245+01:00   obtainSizeFactsFromOhloh   Reading size facts for project notepad-plus from Ohloh, URL: |http://www.ohloh.net/projects/notepad-plus/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:14:05.672+01:00   obtainMetaDataFromOhloh   Reading meta data for project tomcat from Ohloh, URL: |http://www.ohloh.net/projects/tomcat.xml?api_key=
$2013-04-24T16:14:08.128+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project tomcat from Ohloh, URL: |http://www.ohloh.net/projects/tomcat/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:14:11.046+01:00   obtainSizeFactsFromOhloh   Reading size facts for project tomcat from Ohloh, URL: |http://www.ohloh.net/projects/tomcat/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:14:15.023+01:00   obtainMetaDataFromOhloh   Reading meta data for project trac from Ohloh, URL: |http://www.ohloh.net/projects/trac.xml?api_key=
$2013-04-24T16:14:17.574+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project trac from Ohloh, URL: |http://www.ohloh.net/projects/trac/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:14:20.509+01:00   obtainSizeFactsFromOhloh   Reading size facts for project trac from Ohloh, URL: |http://www.ohloh.net/projects/trac/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:14:24.262+01:00   obtainMetaDataFromOhloh   Reading meta data for project wordpress from Ohloh, URL: |http://www.ohloh.net/projects/wordpress.xml?api_key=
$2013-04-24T16:14:26.297+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project wordpress from Ohloh, URL: |http://www.ohloh.net/projects/wordpress/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:14:29.284+01:00   obtainSizeFactsFromOhloh   Reading size facts for project wordpress from Ohloh, URL: |http://www.ohloh.net/projects/wordpress/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:14:33.098+01:00   obtainMetaDataFromOhloh   Reading meta data for project man from Ohloh, URL: |http://www.ohloh.net/projects/man.xml?api_key=
$2013-04-24T16:14:34.680+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project man from Ohloh, URL: |http://www.ohloh.net/projects/man/analyses/latest/activity_facts.xml?api_key=
$2013-04-24T16:14:35.211+01:00   obtainActivityFactsFromOhloh   WARNING: problem when reading activity facts for project man from Ohloh, skipped.
$2013-04-24T16:14:36.213+01:00   obtainSizeFactsFromOhloh   Reading size facts for project man from Ohloh, URL: |http://www.ohloh.net/projects/man/analyses/latest/size_facts.xml?api_key=
$2013-04-24T16:14:36.837+01:00   obtainSizeFactsFromOhloh   WARNING: problem when reading size facts for project man from Ohloh, skipped.
